case,source_doc_id,title,court,date,numcites_api,numcitedby_api,citations_count,error
Sanjeet_Kumar_Singh_Munna_Kumar_Singh_vs_The_State_Of_Chhattisgarh_on_30_August_2022,62393254,"Sanjeet Kumar Singh @ Munna Kumar Singh vs The State Of Chhattisgarh on 30 August, 2022",Supreme Court of India,2022-08-30,15,112,15,
Sathyanath_vs_Sarojamani_on_6_May_2022,162778250,"Sathyanath vs Sarojamani on 6 May, 2022",Supreme Court of India,2022-05-06,19,15,19,
Satish_Chandra_Yadav_vs_Union_Of_India_on_26_September_2022,180754234,"Satish Chandra Yadav vs Union Of India on 26 September, 2022",Supreme Court of India,2022-09-26,49,32,49,
Satyajit_Kumar_vs_The_State_Of_Jharkhand_on_2_August_2022,162771706,"Satyajit Kumar vs The State Of Jharkhand on 2 August, 2022",Supreme Court of India,2022-08-02,69,71,69,
Satyender_vs_Saroj_on_17_August_2022,50453308,"Satyender vs Saroj on 17 August, 2022",Supreme Court of India,2022-08-17,14,7,14,
Shankar_Lal_vs_Hindustan_Copper_Ltd_on_20_April_2022,145024321,"Shankar Lal vs Hindustan Copper Ltd. on 20 April, 2022",Supreme Court of India,2022-04-20,2,22,2,
Shankarlal_Nadani_vs_Sohanlal_Jain_on_12_April_2022,59283623,"Shankarlal Nadani vs Sohanlal Jain on 12 April, 2022",Supreme Court of India,2022-04-12,44,15,44,
Shenbagam_vs_Kk_Rathinavel_on_20_January_2022,163454049,"Shenbagam vs Kk Rathinavel on 20 January, 2022",Supreme Court of India,2022-01-20,13,50,13,
Shiv_Developers_Thr_Sunilbhai_vs_Aksharay_Developers_on_31_January_2022,29531085,"Shiv Developers Thr. Sunilbhai ... vs Aksharay Developers on 31 January, 2022",Supreme Court of India,2022-01-31,19,20,19,
Shraddha_Gupta_vs_The_State_Of_Uttar_Pradesh_on_26_April_2022,49647060,"Shraddha Gupta vs The State Of Uttar Pradesh on 26 April, 2022",Supreme Court of India,2022-04-26,21,208,21,
Shrikant_G_Mantri_vs_Punjab_National_Bank_on_22_February_2022,188999575,"Shrikant G. Mantri vs Punjab National Bank on 22 February, 2022",Supreme Court of India,2022-02-22,17,20,17,
Shyam_Sel_And_Power_Limited_vs_Shyam_Steel_Industries_Limited_on_14_March_2022,98979422,"Shyam Sel And Power Limited vs Shyam Steel Industries Limited on 14 March, 2022",Supreme Court of India,2022-03-14,14,66,14,
Sidram_vs_The_Divisional_Manager_United_India_on_16_November_2022,77644422,"Sidram vs The Divisional Manager United India ... on 16 November, 2022",Supreme Court of India,2022-11-16,50,44,50,
Sk_Nausad_Rahaman_vs_Union_Of_India_on_10_March_2022,14222497,"Sk Nausad Rahaman vs Union Of India on 10 March, 2022",Supreme Court of India,2022-03-10,36,152,36,
Sri_Biswanath_Banik_vs_Sulanga_Bose_on_14_March_2022,92967873,"Sri Biswanath Banik vs Sulanga Bose on 14 March, 2022",Supreme Court of India,2022-03-14,7,30,7,
State_By_Deputy_Superintendent_Of_vs_R_Soundirarasu_Etc_on_5_September_2022,16482164,"State By Deputy Superintendent Of ... vs R. Soundirarasu Etc. on 5 September, 2022",Supreme Court of India,2022-09-05,50,44,50,
State_Of_A_P_vs_A_P_State_Wakf_Board_on_7_February_2022,147756011,"State Of A.P. vs A.P.State Wakf Board . on 7 February, 2022",Supreme Court of India,2022-02-07,166,31,166,
State_Of_U_P_vs_Virendra_Kumar_on_25_November_2022,4819524,"State Of U.P. vs Virendra Kumar on 25 November, 2022",Supreme Court of India,2022-11-25,19,12,19,
Sukh_Dutt_Ratra_vs_The_State_Of_Himachal_Pradesh_on_6_April_2022,37306996,"Sukh Dutt Ratra vs The State Of Himachal Pradesh on 6 April, 2022",Supreme Court of India,2022-04-06,24,107,24,
Sunil_Kumar_Rai_vs_The_State_Of_Bihar_on_21_February_2022,61360196,"Sunil Kumar Rai vs The State Of Bihar on 21 February, 2022",Supreme Court of India,2022-02-21,33,10,33,
T_Takano_vs_Securities_And_Exchange_Board_Of_India_on_18_February_2022,69409420,"T. Takano vs Securities And Exchange Board Of India on 18 February, 2022",Supreme Court of India,2022-02-18,53,31,53,
The_Punjab_State_Cooperative_vs_The_Registrar_Cooperative_Societies_on_11_January_2022,185481424,"The Punjab State Cooperative ... vs The Registrar Cooperative Societies on 11 January, 2022",Supreme Court of India,2022-01-11,30,11,30,
The_State_Of_Haryana_Through_Secretary_vs_Jai_Singh_And_Ors_Etc_Etc_on_7_April_2022,182057593,"The State Of Haryana Through Secretary ... vs Jai Singh And Ors.Etc. Etc. on 7 April, 2022",Supreme Court of India,2022-04-07,94,19,94,
The_State_Of_Karnataka_vs_Umesh_on_22_March_2022,32025970,"The State Of Karnataka vs Umesh on 22 March, 2022",Supreme Court of India,2022-03-22,18,62,18,
The_State_Of_Madhya_Pradesh_vs_Jogendra_on_11_January_2022,70646049,"The State Of Madhya Pradesh vs Jogendra . on 11 January, 2022",Supreme Court of India,2022-01-11,20,25,20,
The_State_Of_Maharashtra_vs_Greatship_India_Ltd_on_20_September_2022,7343478,"The State Of Maharashtra vs Greatship (India) Ltd. on 20 September, 2022",Supreme Court of India,2022-09-20,19,44,19,
The_State_Of_Maharashtra_vs_Shri_Vile_Parle_Kelvani_Mandal_on_7_January_2022,75636216,"The State Of Maharashtra vs Shri Vile Parle Kelvani Mandal on 7 January, 2022",Supreme Court of India,2022-01-07,39,11,39,
The_State_Of_Punjab_vs_Dev_Brat_Sharma_on_16_March_2022,45920796,"The State Of Punjab vs Dev Brat Sharma on 16 March, 2022",Supreme Court of India,2022-03-16,20,40,20,
The_State_Of_Punjab_vs_Mehar_Din_on_2_March_2022,10528123,"The State Of Punjab vs Mehar Din on 2 March, 2022",Supreme Court of India,2022-03-02,7,26,7,
The_State_Of_Uttar_Pradesh_vs_Atul_Kumar_Dwivedi_on_7_January_2022,30580265,"The State Of Uttar Pradesh vs Atul Kumar Dwivedi on 7 January, 2022",Supreme Court of India,2022-01-07,30,36,30,
The_State_Of_Uttar_Pradesh_vs_Uday_Education_And_Welfare_Trust_on_21_October_2022,170753948,"The State Of Uttar Pradesh vs Uday Education And Welfare Trust on 21 October, 2022",Supreme Court of India,2022-10-21,22,11,22,
Uhl_Power_Company_Ltd_vs_The_State_Of_Himachal_Pradesh_Multi_on_7_January_2022,146677273,"Uhl Power Company Ltd. vs The State Of Himachal Pradesh Multi ... on 7 January, 2022",Supreme Court of India,2022-01-07,14,102,14,
Union_Of_India_vs_Alapan_Bandyopadhyay_on_6_January_2022,24749568,"Union Of India vs Alapan Bandyopadhyay on 6 January, 2022",Supreme Court of India,2022-01-06,24,22,24,
Union_Of_India_vs_Ashish_Agarwal_on_4_May_2022,45245768,"Union Of India vs Ashish Agarwal on 4 May, 2022",Supreme Court of India,2022-05-04,25,1895,25,
Union_Of_India_vs_M_S_Mohit_Minerals_Pvt_Ltd_on_19_May_2022,98511521,"Union Of India vs M/S Mohit Minerals Pvt. Ltd. on 19 May, 2022",Supreme Court of India,2022-05-19,176,88,176,
Varimadugu_Obi_Reddy_vs_B_Sreenivasulu_on_16_November_2022,179064366,"Varimadugu Obi Reddy vs B. Sreenivasulu on 16 November, 2022",Supreme Court of India,2022-11-16,10,168,10,
Vasudha_Sethi_vs_Kiran_V_Bhaskar_on_12_January_2022,107349125,"Vasudha Sethi vs Kiran V. Bhaskar on 12 January, 2022",Supreme Court of India,2022-01-12,15,30,15,
Veena_Singh_Dead_Through_Lr_vs_The_District_Registrar__Additional_on_10_May_2022,36451884,"Veena Singh(Dead) Through Lr vs The District Registrar/ Additional ... on 10 May, 2022",Supreme Court of India,2022-05-10,68,7,68,
Veerendra_vs_State_Of_Madhya_Pradesh_on_13_May_2022,31029978,"Veerendra vs State Of Madhya Pradesh on 13 May, 2022",Supreme Court of India,2022-05-13,52,12,52,
Vijay_Kumar_Ghai_vs_The_State_Of_West_Bengal_on_22_March_2022,60158808,"Vijay Kumar Ghai vs The State Of West Bengal on 22 March, 2022",Supreme Court of India,2022-03-22,50,154,50,
Vinod_Katara_vs_The_State_Of_Uttar_Pradesh_on_12_September_2022,99399518,"Vinod Katara vs The State Of Uttar Pradesh on 12 September, 2022",Supreme Court of India,2022-09-12,45,22,45,
Yamuna_Expressway_Industrial_vs_M_S_Shakuntla_Education_And_Welfare_on_19_May_2022,45288368,"Yamuna Expressway Industrial ... vs M/S Shakuntla Education And Welfare ... on 19 May, 2022",Supreme Court of India,2022-05-19,31,16,31,
Zakia_Ahsan_Jafri_vs_The_State_Of_Gujarat_on_24_June_2022,199048478,"Zakia Ahsan Jafri vs The State Of Gujarat on 24 June, 2022",Supreme Court of India,2022-06-24,139,11,139,
Zakir_Abdul_Mirajkar_vs_The_State_Of_Maharashtra_on_24_August_2022,81353996,"Zakir Abdul Mirajkar vs The State Of Maharashtra on 24 August, 2022",Supreme Court of India,2022-08-24,105,12,104,
Ajay_Kumar_Radheyshyam_Goenka_vs_Tourism_Finance_Corporation_Of_India_on_15_March_2023,75370339,"Ajay Kumar Radheyshyam Goenka vs Tourism Finance Corporation Of India ... on 15 March, 2023",Supreme Court of India,2023-03-15,86,26,86,
Anil_Agarwal_Foundation_Etc_Etc_vs_State_Of_Orissa_on_12_April_2023,168416858,"Anil Agarwal Foundation Etc.Etc. vs State Of Orissa on 12 April, 2023",Supreme Court of India,2023-04-12,79,1,79,
Anoop_Baranwal_vs_Union_Of_India_Ministry_Of_Law_And_on_2_March_2023,56882156,"Anoop Baranwal vs Union Of India Ministry Of Law And ... on 2 March, 2023",Supreme Court of India,2023-03-02,270,6,268,
Anushka_Rengunthwar_vs_Union_Of_India_on_3_February_2023,22199176,"Anushka Rengunthwar vs Union Of India on 3 February, 2023",Supreme Court of India,2023-02-03,65,10,65,
Aparna_Ajinkya_Firodia_vs_Ajinkya_Arun_Firodia_on_20_February_2023,62123684,"Aparna Ajinkya Firodia vs Ajinkya Arun Firodia on 20 February, 2023",Supreme Court of India,2023-02-20,40,15,40,
Appaiya_vs_Andimuthu_Thangapandi_on_20_September_2023,182364833,"Appaiya vs Andimuthu @ Thangapandi on 20 September, 2023",Supreme Court of India,2023-09-20,31,1,31,
Arup_Bhuyan_vs_The_State_Of_Assam_Home_Department_on_24_March_2023,42981709,"Arup Bhuyan vs The State Of Assam Home Department on 24 March, 2023",Supreme Court of India,2023-03-24,94,4,94,
Ashok_Kumar_vs_New_India_Assurance_Co_Ltd_on_31_July_2023,32554269,"Ashok Kumar vs New India Assurance Co. Ltd. on 31 July, 2023",Supreme Court of India,2023-07-31,13,1,13,
Assocn_Of_Vasanth_Appts_Owners_vs_V_Gopinanth_And_Ors_on_13_February_2023,42885821,"Assocn. Of Vasanth Appts. Owners vs V. Gopinanth And Ors. on 13 February, 2023",Supreme Court of India,2023-02-13,186,1,186,
Aureliano_Fernandes_vs_State_Of_Goa_on_12_May_2023,38950634,"Aureliano Fernandes vs State Of Goa . on 12 May, 2023",Supreme Court of India,2023-05-12,40,7,40,
B_S_Hari_Commandant_vs_Union_Of_India_on_13_April_2023,34191619,"B.S. Hari Commandant vs Union Of India on 13 April, 2023",Supreme Court of India,2023-04-13,38,4,38,
B_Venkateswaran_vs_P_Bakthavatchalam_on_5_January_2023,56855462,"B. Venkateswaran vs P. Bakthavatchalam on 5 January, 2023",Supreme Court of India,2023-01-05,5,15,5,
Baharul_Islam_vs_The_Indian_Medical_Association_on_24_January_2023,141223563,"Baharul Islam . vs The Indian Medical Association on 24 January, 2023",Supreme Court of India,2023-01-24,109,2,109,
Baini_Prasad_D_Thr_Lrs_vs_Durga_Devi_on_2_February_2023,188325962,"Baini Prasad (D) Thr. Lrs. vs Durga Devi on 2 February, 2023",Supreme Court of India,2023-02-02,13,3,13,
Balu_Sudam_Khalde_vs_The_State_Of_Maharashtra_on_29_March_2023,87935863,"Balu Sudam Khalde vs The State Of Maharashtra on 29 March, 2023",Supreme Court of India,2023-03-29,30,27,30,
Balwantbhai_Somabhai_Bhandari_vs_Hiralal_Somabhai_Contractor_on_6_September_2023,39892480,"Balwantbhai Somabhai Bhandari vs Hiralal Somabhai Contractor ... on 6 September, 2023",Supreme Court of India,2023-09-06,55,7,55,
Balwinder_Singh_Binda_vs_The_Narcotics_Control_Bureau_on_22_September_2023,3493537,"Balwinder Singh @ Binda vs The Narcotics Control Bureau on 22 September, 2023",Supreme Court of India,2023-09-22,40,1,40,
Batliboi_Environmental_Engineers_Ltd_vs_Hindustan_Petroleum_Corp_Ltd_And_Anr_on_21_September_2023,173948479,"Batliboi Environmental Engineers Ltd. vs Hindustan Petroleum Corp.Ltd. And Anr. on 21 September, 2023",Supreme Court of India,2023-09-21,23,3,23,
Bhupinder_Singh_vs_Unitech_Ltd_on_23_March_2023,24409064,"Bhupinder Singh vs Unitech Ltd. on 23 March, 2023",Supreme Court of India,2023-03-23,16,6,16,
Bishambhar_Prasad_vs_M_S_Arfat_Petrochemicals_Private_on_20_April_2023,165457670,"Bishambhar Prasad vs M/S Arfat Petrochemicals Private ... on 20 April, 2023",Supreme Court of India,2023-04-20,38,3,38,
Btl_Epc_Ltd_vs_Macawber_Beekay_Pvt_Ltd_on_18_September_2023,48969005,"Btl Epc Ltd. vs Macawber Beekay Pvt. Ltd. on 18 September, 2023",Supreme Court of India,2023-09-18,3,1,3,
C_Haridasan_vs_Anappath_Parakkattu_Vasudevakurup_on_13_January_2023,135706555,"C. Haridasan vs Anappath Parakkattu Vasudevakurup on 13 January, 2023",Supreme Court of India,2023-01-13,23,1,23,
C_I_T_Delhi_vs_Bharti_Hexacom_Ltd_on_16_October_2023,111278689,"C.I.T.,Delhi vs Bharti Hexacom Ltd. on 16 October, 2023",Supreme Court of India,2023-10-16,52,5,52,
Celir_Llp_vs_Bafna_Motors_Mumbai_Pvt_Ltd_on_21_September_2023,149474401,"Celir Llp vs Bafna Motors (Mumbai) Pvt. Ltd. on 21 September, 2023",Supreme Court of India,2023-09-21,81,24,81,
Central_Council_For_Research_In_vs_Bikartan_Das_on_16_August_2023,134479998,"Central Council For Research In ... vs Bikartan Das on 16 August, 2023",Supreme Court of India,2023-08-16,43,25,43,
Commissioner_Of_Customs_Central_vs_M_S_Suzlon_Energy_Ltd_on_10_April_2023,26022995,"Commissioner Of Customs, Central ... vs M/S Suzlon Energy Ltd. on 10 April, 2023",Supreme Court of India,2023-04-10,14,1,14,
Commissioner_Of_Income_Tax_8_Mumbai_vs_Glowshine_Builders_And_Developers_Pvt_on_4_May_2023,128362205,"Commissioner Of Income Tax 8 Mumbai vs Glowshine Builders And Developers Pvt. ... on 4 May, 2023",Supreme Court of India,2023-05-04,4,1,4,
Damodhar_D_Thr_Lrs_vs_Tejrao_Bajirao_Mhaske_And_Ors_on_4_May_2023,4797588,"Damodhar (D) Thr. Lrs. vs Tejrao Bajirao Mhaske And Ors. on 4 May, 2023",Supreme Court of India,2023-05-04,22,1,22,
Deepak_Ananda_Patil_vs_The_State_Of_Maharashtra_on_4_January_2023,63452638,"Deepak Ananda Patil vs The State Of Maharashtra on 4 January, 2023",Supreme Court of India,2023-01-04,14,3,14,
Deepak_Gaba_vs_State_Of_Uttar_Pradesh_on_2_January_2023,131849650,"Deepak Gaba vs State Of Uttar Pradesh on 2 January, 2023",Supreme Court of India,2023-01-02,23,26,23,
Delhi_Development_Authority_vs_Jagan_Singh_on_13_July_2023,72074581,"Delhi Development Authority vs Jagan Singh on 13 July, 2023",Supreme Court of India,2023-07-13,9,1,9,
Delhi_Development_Authority_vs_Mgs_India_Private_Limited_on_17_February_2023,34501537,"Delhi Development Authority vs Mgs (India) Private Limited on 17 February, 2023",Supreme Court of India,2023-02-17,4,3,4,
Devesh_Sharma_vs_Union_Of_India_on_11_August_2023,65160769,"Devesh Sharma vs Union Of India on 11 August, 2023",Supreme Court of India,2023-08-11,23,25,23,
Divya_vs_Union_Of_India_on_9_October_2023,143816745,"Divya vs Union Of India on 9 October, 2023",Supreme Court of India,2023-10-09,18,14,18,
Elumalai_Venkatesan_And_Anr_vs_M_Kamala_And_Ors_Etc_on_25_January_2023,140148242,"Elumalai @ Venkatesan And Anr. vs M Kamala And Ors Etc. on 25 January, 2023",Supreme Court of India,2023-01-25,11,1,11,
Fedrick_Cutinha_vs_State_Of_Karnataka_on_18_April_2023,35474958,"Fedrick Cutinha vs State Of Karnataka on 18 April, 2023",Supreme Court of India,2023-04-18,9,1,9,
Ganesh_Prasad_vs_Rajeshwar_Prasad_on_14_March_2023,140008397,"Ganesh Prasad vs Rajeshwar Prasad on 14 March, 2023",Supreme Court of India,2023-03-14,30,7,30,
Ghanshyam_vs_Yogendra_Rathi_on_2_June_2023,65582027,"Ghanshyam vs Yogendra Rathi on 2 June, 2023",Supreme Court of India,2023-06-02,9,5,9,
Gian_Chand_vs_The_State_Of_Himachal_Pradesh_on_18_May_2023,81661645,"Gian Chand vs The State Of Himachal Pradesh on 18 May, 2023",Supreme Court of India,2023-05-18,3,7,3,
Gmr_Warora_Energy_Limited_vs_Central_Electricity_Regulatory_on_20_April_2023,53324334,"Gmr Warora Energy Limited vs Central Electricity Regulatory ... on 20 April, 2023",Supreme Court of India,2023-04-20,36,1,36,
Godrej_And_Boyce_Mfg_Co_Ltd_vs_Mun_Corp_Of_Gr_Mumbai_on_8_May_2023,145620674,"Godrej And Boyce Mfg.Co.Ltd. vs Mun.Corp.Of Gr.Mumbai . on 8 May, 2023",Supreme Court of India,2023-05-08,15,1,15,
Govt_Of_Kerala_vs_Joseph_on_9_August_2023,59843273,"Govt. Of Kerala vs Joseph on 9 August, 2023",Supreme Court of India,2023-08-09,37,5,37,
Govt_Of_Nct_Of_Delhi_Thr_Secretary_Land_vs_M_S_K_L_Rathi_Steels_Ltd_on_17_March_2023,150657218,"Govt. Of Nct Of Delhi Thr Secretary, Land ... vs M/S. K.L. Rathi Steels Ltd. . on 17 March, 2023",Supreme Court of India,2023-03-17,58,4,58,
Gujarat_Composite_Limited_vs_A_Infrastructure_Limited_on_1_May_2023,30992817,"Gujarat Composite Limited vs A Infrastructure Limited on 1 May, 2023",Supreme Court of India,2023-05-01,22,3,22,
H_R_Sundara_vs_State_Of_Karnataka_on_26_September_2023,110812364,"H.R.Sundara vs State Of Karnataka on 26 September, 2023",Supreme Court of India,2023-09-26,4,1,4,
Haji_Iqbal_Bala_vs_State_Of_U_P_on_8_August_2023,41947488,"Haji Iqbal @ Bala vs State Of U.P. on 8 August, 2023",Supreme Court of India,2023-08-08,19,4,19,
Harendra_Rai_vs_The_State_Of_Bihar_on_18_August_2023,41763410,"Harendra Rai vs The State Of Bihar on 18 August, 2023",Supreme Court of India,2023-08-18,54,3,54,
Hari_Prakash_Shukla_vs_The_State_Of_Uttar_Pradesh_on_5_July_2023,37780070,"Hari Prakash Shukla . vs The State Of Uttar Pradesh on 5 July, 2023",Supreme Court of India,2023-07-05,5,1,5,
Haryana_Power_Purchase_Centre_vs_Sasan_Power_Ltd_on_6_April_2023,48431768,"Haryana Power Purchase Centre vs Sasan Power Ltd on 6 April, 2023",Supreme Court of India,2023-04-06,52,1,52,
Improvement_Trust_Ropar_Through_vs_Shashi_Bala_on_17_April_2023,132332748,"Improvement Trust Ropar Through ... vs Shashi Bala on 17 April, 2023",Supreme Court of India,2023-04-17,4,1,4,
Irfan_Naka_vs_The_State_Of_Uttar_Pradesh_on_23_August_2023,22052343,"Irfan@ Naka vs The State Of Uttar Pradesh on 23 August, 2023",Supreme Court of India,2023-08-23,18,6,18,
K_C_Ninan_vs_Kerala_State_Electricity_Board_Ors_on_19_May_2023,160269658,"K.C. Ninan vs Kerala State Electricity Board & Ors. on 19 May, 2023",Supreme Court of India,2023-05-19,160,20,160,
Kanimozhi_Karunanidhi_vs_A_Santhana_Kumar_on_4_May_2023,15098355,"Kanimozhi Karunanidhi vs A. Santhana Kumar on 4 May, 2023",Supreme Court of India,2023-05-04,44,1,44,
Karnataka_State_Electronics_vs_Kumaon_Entertainment_And_on_5_October_2023,196223445,"Karnataka State Electronics ... vs Kumaon Entertainment And ... on 5 October, 2023",Supreme Court of India,2023-10-05,10,1,10,
Kaushal_Kishor_vs_The_State_Of_Uttar_Pradesh_Govt_Of_U_P_on_3_January_2023,103640961,"Kaushal Kishor vs The State Of Uttar Pradesh Govt. Of U.P. ... on 3 January, 2023",Supreme Court of India,2023-01-03,318,22,317,
Kerala_State_Co_Operative_vs_The_Assessing_Officer_Trivandrum_on_14_September_2023,114998825,"Kerala State Co-Operative ... vs The Assessing Officer, Trivandrum on 14 September, 2023",Supreme Court of India,2023-09-14,54,1,54,
Kotak_Mahindra_Bank_Limited_vs_Girnar_Corrugators_Pvt_Ltd_on_5_January_2023,34834631,"Kotak Mahindra Bank Limited vs Girnar Corrugators Pvt. Ltd. on 5 January, 2023",Supreme Court of India,2023-01-05,24,36,24,
Kunti_vs_The_State_Of_Uttar_Pradesh_on_3_May_2023,9324039,"Kunti vs The State Of Uttar Pradesh on 3 May, 2023",Supreme Court of India,2023-05-03,13,2,13,
Land_And_Building_Department_Thr_vs_Attro_Devi_on_11_April_2023,198318320,"Land And Building Department Thr. ... vs Attro Devi on 11 April, 2023",Supreme Court of India,2023-04-11,12,11,12,
M_K_Rajagopalan_vs_Dr_Periasamy_Palani_Gounder_on_3_May_2023,146393726,"M.K. Rajagopalan vs Dr. Periasamy Palani Gounder on 3 May, 2023",Supreme Court of India,2023-05-03,81,8,81,
M_S_Alpine_Housing_Development_vs_Ashok_S_Dhariwal_on_19_January_2023,87859262,"M/S Alpine Housing Development ... vs Ashok S Dhariwal on 19 January, 2023",Supreme Court of India,2023-01-19,25,1,25,
M_S_Asian_Avenues_Pvt_Ltd_vs_Sri_Syed_Shoukat_Hussain_on_28_April_2023,199967885,"M/S Asian Avenues Pvt Ltd vs Sri Syed Shoukat Hussain on 28 April, 2023",Supreme Court of India,2023-04-28,8,2,8,
M_S_D_N_Singh_Through_Partner_vs_Commissioner_Of_Income_Tax_on_16_May_2023,160297378,"M/S D. N. Singh Through Partner ... vs Commissioner Of Income Tax on 16 May, 2023",Supreme Court of India,2023-05-16,75,2,75,
M_S_Glock_Asia_Pacific_Limited_vs_Union_Of_India_on_19_May_2023,102329186,"M/S Glock Asia-Pacific Limited vs Union Of India on 19 May, 2023",Supreme Court of India,2023-05-19,24,1,24,
M_S_N_N_Global_Mercantile_Private_vs_M_S_Indo_Unique_Flame_Ltd_on_25_April_2023,64125057,"M/S N.N. Global Mercantile Private ... vs M/S Indo Unique Flame Ltd. on 25 April, 2023",Supreme Court of India,2023-04-25,229,104,229,
M_S_Rps_Infrastructure_Ltd_vs_Mukul_Kumar_on_11_September_2023,97646663,"M/S Rps Infrastructure Ltd. vs Mukul Kumar on 11 September, 2023",Supreme Court of India,2023-09-11,14,5,14,
M_S_South_Indian_Bank_Ltd_vs_Naveen_Mathew_Philip_on_17_April_2023,85623214,"M/S. South Indian Bank Ltd. vs Naveen Mathew Philip on 17 April, 2023",Supreme Court of India,2023-04-17,37,312,37,
M_S_Suneja_Towers_Private_Limited_vs_Anita_Merchant_on_18_April_2023,173934539,"M/S Suneja Towers Private Limited vs Anita Merchant on 18 April, 2023",Supreme Court of India,2023-04-18,44,1,44,
M_S_Tata_Motors_Ltd_vs_The_Deputy_Commissioner_Of_Commercial_on_15_May_2023,183778757,"M/S. Tata Motors Ltd. vs The Deputy Commissioner Of Commercial ... on 15 May, 2023",Supreme Court of India,2023-05-15,66,2,66,
M_S_Trinity_Infraventures_Ltd_vs_M_S_Murthy_on_15_June_2023,162887031,"M/S. Trinity Infraventures Ltd. vs M. S. Murthy on 15 June, 2023",Supreme Court of India,2023-06-15,29,1,29,
M_S_Universal_Sompo_General_Insurance_vs_Suresh_Chand_Jain_on_26_July_2023,69239727,"M/S Universal Sompo General Insurance ... vs Suresh Chand Jain on 26 July, 2023",Supreme Court of India,2023-07-26,24,2,24,
Maghavendra_Pratap_Singh_Pankaj_Singh_vs_The_State_Of_Chhattisgarh_on_24_April_2023,104831999,"Maghavendra Pratap Singh @ Pankaj Singh vs The State Of Chhattisgarh on 24 April, 2023",Supreme Court of India,2023-04-24,25,1,25,
Maharashtra_State_Electricity_vs_Adani_Power_Maharashtra_Limited_on_3_March_2023,129876804,"Maharashtra State Electricity ... vs Adani Power Maharashtra Limited on 3 March, 2023",Supreme Court of India,2023-03-03,48,4,48,
Manik_Majumder_vs_Dipak_Kumar_Saha_D_Thr_Lrs_on_13_January_2023,186226739,"Manik Majumder vs Dipak Kumar Saha (D) Thr. Lrs. on 13 January, 2023",Supreme Court of India,2023-01-13,64,2,64,
Manish_Sisodia_vs_Central_Bureau_Of_Investigation_on_30_October_2023,20777541,"Manish Sisodia vs Central Bureau Of Investigation on 30 October, 2023",Supreme Court of India,2023-10-30,47,2,47,
Mansarovar_Commercial_Pvt_Ltd_vs_Commissioner_Of_Income_Tax_Delhi_on_10_April_2023,143471379,"Mansarovar Commercial Pvt. Ltd. vs Commissioner Of Income Tax Delhi on 10 April, 2023",Supreme Court of India,2023-04-10,57,2,57,
Manubhai_Sendhabhai_Bharwad_vs_Oil_And_Natural_Gas_Corporation_Ltd_on_20_January_2023,152030171,"Manubhai Sendhabhai Bharwad vs Oil And Natural Gas Corporation Ltd. on 20 January, 2023",Supreme Court of India,2023-01-20,4,2,4,
Mathura_Vrindavan_Development_vs_Rajesh_Sharma_on_28_April_2023,52903000,"Mathura Vrindavan Development ... vs Rajesh Sharma on 28 April, 2023",Supreme Court of India,2023-04-28,19,164,19,
Mohammad_Wajid_vs_State_Of_U_P_on_8_August_2023,198999789,"Mohammad Wajid vs State Of U.P. on 8 August, 2023",Supreme Court of India,2023-08-08,31,1,31,
Mohd_Naushad_vs_State_Of_Govt_Nct_Delhi_on_6_July_2023,24847628,"Mohd Naushad vs State Of (Govt. Nct, Delhi) on 6 July, 2023",Supreme Court of India,2023-07-06,100,8,100,
Mohinder_Singh_D_Thr_Lrs_vs_Narain_Singh_on_14_March_2023,156708742,"Mohinder Singh (D) Thr. Lrs . vs Narain Singh . on 14 March, 2023",Supreme Court of India,2023-03-14,39,39,39,
Moser_Baer_Karamchari_Union_Thr_vs_Union_Of_India_on_2_May_2023,94292477,"Moser Baer Karamchari Union Thr. ... vs Union Of India on 2 May, 2023",Supreme Court of India,2023-05-02,64,8,64,
Mukesh_Singh_vs_The_State_Nct_Of_Delhi_on_24_August_2023,115716872,"Mukesh Singh vs The State (Nct Of Delhi) on 24 August, 2023",Supreme Court of India,2023-08-24,55,3,55,
Mukul_Agrawal_vs_The_State_Of_Uttar_Pradesh_on_26_April_2023,127062474,"Mukul Agrawal vs The State Of Uttar Pradesh on 26 April, 2023",Supreme Court of India,2023-04-26,3,3,3,
Orissa_Administrative_Tribunal_Bar_vs_Union_Of_India_on_21_March_2023,36202229,"Orissa Administrative Tribunal Bar ... vs Union Of India on 21 March, 2023",Supreme Court of India,2023-03-21,91,2,91,
P_V_Nidhish_vs_Kerala_State_Wakf_Board_on_28_April_2023,39375670,"P.V. Nidhish vs Kerala State Wakf Board on 28 April, 2023",Supreme Court of India,2023-04-28,28,1,28,
Paranagouda_vs_The_State_Of_Karnataka_on_19_October_2023,188047814,"Paranagouda vs The State Of Karnataka on 19 October, 2023",Supreme Court of India,2023-10-19,36,1,36,
Paschimanchal_Vidyut_Vitran_Nigam_Ltd_vs_Raman_Ispat_Private_Limited_on_17_July_2023,5808278,"Paschimanchal Vidyut Vitran Nigam Ltd. vs Raman Ispat Private Limited on 17 July, 2023",Supreme Court of India,2023-07-17,100,2,100,
Peethambaran_vs_The_State_Of_Kerala_on_3_May_2023,129081397,"Peethambaran vs The State Of Kerala on 3 May, 2023",Supreme Court of India,2023-05-03,27,21,27,
